CustomerID,FirstName,MiddleName,LastName,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,CreditAcceptance
19435,Benjamin,,Thompson,3074 Columbia River Ct.,,Billericay,England,United Kingdom,CM11,1 (11) 500 555-0191,7/20/1969,Bachelors ,Clerical,M,M,0,0,0,0,63434,good
14343,Xavier,,Turner,5484 Viking Dr,,Corvallis,Oregon,United States,97330,155-555-0151,7/24/1979,High School,Skilled Manual,M,M,1,2,0,0,63520,good
19338,Paula,L,Dominguez,"7, rue des Vendangeurs",,Drancy,Seine Saint Denis,France,93700,1 (11) 500 555-0152,4/6/1966,Bachelors ,Professional,F,M,0,0,0,0,63562,good
28128,Jeremiah,,Lee,5731 La Mar Ct.,,El Cajon,California,United States,92020,248-555-0127,4/20/1974,High School,Skilled Manual,M,M,1,2,0,0,63593,good
23578,Eric,,Lal,4041 Jam Way,,Lincoln Acres,California,United States,91950,657-555-0175,7/12/1976,Partial College,Skilled Manual,M,M,1,1,0,0,63612,good
12490,Trisha,C,He,"98bis, boulevard du Montparnasse",,Paris,Seine (Paris),France,75013,1 (11) 500 555-0131,7/28/1966,Bachelors ,Professional,F,M,0,0,0,0,63635,good
22464,Erik,I,Sanz,"22, rue du Départ",,Les Ulis,Essonne,France,91940,1 (11) 500 555-0128,10/11/1968,Graduate Degree,Clerical,M,M,1,0,0,0,63653,good
17959,Ebony,A,Srini,968 Davis Ave,,London,England,United Kingdom,W10 6BL,1 (11) 500 555-0156,3/25/1970,Bachelors ,Clerical,F,M,1,0,0,0,63675,good
17983,Carol,,Saunders,Waldstr 92,,Hamburg,Hessen,Germany,22001,1 (11) 500 555-0156,7/4/1967,Bachelors ,Clerical,F,M,1,0,0,0,63702,good
16728,Cole,D,Morris,1517 Chisholm Way,,Milwaukie,Oregon,United States,97222,843-555-0140,1/21/1980,High School,Skilled Manual,M,M,1,2,0,0,63725,good
18189,Nancy,,Mehta,5021 Rio Grande Drive,,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0161,10/21/1976,Bachelors ,Professional,F,M,1,2,0,0,63731,good
16263,Eduardo,,Robinson,Conesweg 1234,,Ingolstadt,Bayern,Germany,85049,1 (11) 500 555-0112,6/11/1967,Bachelors ,Clerical,M,M,1,0,0,0,63816,good
15081,Daisy,,Munoz,6053 Frisbie Court,,London,England,United Kingdom,W1X3SE,1 (11) 500 555-0173,12/20/1969,Graduate Degree,Clerical,F,M,1,0,0,0,63873,good
17764,Terrance,L,Garcia,Kapellstr 461,,Essen,Hamburg,Germany,45001,1 (11) 500 555-0160,9/17/1969,Bachelors ,Clerical,M,M,1,0,0,0,63983,good
25445,Grace,C,Cook,Nollendorfplatz 4662,,Saarlouis,Saarland,Germany,66740,1 (11) 500 555-0114,11/16/1968,Graduate Degree,Clerical,F,M,1,0,0,0,64098,good
29105,Martha,,Ma,9593 Delaware Dr.,,Burbank,California,United States,91502,735-555-0183,11/11/1975,High School,Skilled Manual,F,M,1,2,0,0,64104,good
17977,Valerie,,Zeng,9116 Tice Valley Blv.,,Birmingham,England,United Kingdom,B29 6SL,1 (11) 500 555-0141,6/24/1968,Graduate Degree,Clerical,F,M,1,0,0,0,64161,good
20912,Christy,G,Hu,Winter der Böck 81234,,Ingolstadt,Bayern,Germany,85049,1 (11) 500 555-0182,11/2/1966,Bachelors ,Professional,F,M,0,0,0,0,64170,good
12608,Brett,,Sanchez,3260 Fountainhead Court,,Bury,England,United Kingdom,PE17,1 (11) 500 555-0122,11/9/1959,Bachelors ,Clerical,M,M,1,0,0,0,64201,good
22668,Adrienne,Y,Hernandez,4067 Sandiago Drive,,London,England,United Kingdom,E17 6JF,1 (11) 500 555-0125,5/28/1966,Bachelors ,Professional,F,M,0,0,0,0,64223,good
28865,Alex,I,Reed,4817 Clyde St.,,Concord,California,United States,94519,164-555-0151,1/5/1974,Partial College,Skilled Manual,M,M,1,1,0,0,64246,good
15669,Paul,J,Suurs,3327 Rockridge Dr.,,York,England,United Kingdom,YO15,1 (11) 500 555-0112,4/24/1970,Graduate Degree,Clerical,F,M,1,0,0,0,64278,good
19294,Stanley,R,Garcia,Heideweg 1442,,Werne,Nordrhein-Westfalen,Germany,59368,1 (11) 500 555-0156,9/7/1970,Bachelors ,Clerical,M,M,1,0,0,0,64289,good
24287,John,J,Martinez,1071 Stanz Grace St.,,Chula Vista,California,United States,91910,411-555-0143,5/25/1975,High School,Skilled Manual,M,M,1,2,0,0,64297,good
21233,Christopher,E,Smith,6030 Dubne Court,,San Carlos,California,United States,94070,140-555-0128,3/15/1976,High School,Skilled Manual,M,M,0,2,0,0,64447,good
26799,Ryan,G,Russell,1104 O St.,,Coronado,California,United States,92118,696-555-0187,9/19/1976,Partial College,Skilled Manual,M,M,1,1,0,0,64509,good
18917,Jonathan,E,Nelson,8150 Ryan Rd.,,Spring Valley,California,United States,91977,173-555-0187,3/11/1974,High School,Skilled Manual,M,M,0,2,0,0,64564,good
19454,Roger,L,Sharma,Pflugstr 65,,Neunkirchen,Saarland,Germany,66578,1 (11) 500 555-0174,8/17/1967,Bachelors ,Clerical,M,M,1,0,0,0,64669,good
18779,Jose,,Hill,5613 East Altarinda Drive,,Novato,California,United States,94947,197-555-0139,4/22/1974,Partial College,Skilled Manual,M,M,1,1,0,0,64718,good
15010,Cory,J,Suri,9342 Temple Drive,,Berkeley,California,United States,94704,109-555-0114,9/12/1977,Partial College,Skilled Manual,M,M,1,2,0,0,64752,good
11685,Jose,A,Griffin,4769 Book Ct,,Milwaukie,Oregon,United States,97222,789-555-0114,2/7/1965,Bachelors ,Professional,M,M,0,1,0,0,64803,good
15089,Martin,,Prasad,8122 Mink Court,,Liverpool,England,United Kingdom,L4 4HB,1 (11) 500 555-0123,11/2/1969,Graduate Degree,Skilled Manual,M,M,1,0,0,0,64957,good
26545,Taylor,S,Ross,2598 Breck Court,,Downey,California,United States,90241,357-555-0117,1/8/1978,Partial College,Skilled Manual,F,M,0,2,0,0,64964,good
22611,Chad,,Deng,975 Harris Circle,,Runcorn,England,United Kingdom,TY31,1 (11) 500 555-0167,5/13/1970,Graduate Degree,Clerical,M,M,1,0,0,0,65039,good
13546,Mitchell,D,Jai,Curieweg 5777,,Münster,Saarland,Germany,48001,1 (11) 500 555-0113,7/22/1970,Bachelors ,Clerical,M,M,1,0,0,0,65086,good
11401,Linda,,Navarro,"6, route de Marseille",,Paris,Seine (Paris),France,75019,1 (11) 500 555-0189,8/26/1969,Graduate Degree,Clerical,F,M,1,0,0,0,65127,good
12279,Mathew,,Suarez,"119, quai Paul Doumer",,Paris,Seine (Paris),France,75017,1 (11) 500 555-0117,6/21/1970,Bachelors ,Clerical,M,M,1,0,0,0,65218,good
11402,Kelli,R,Cai,"1216, place de la Concorde",,Orleans,Loiret,France,45000,1 (11) 500 555-0145,11/20/1969,Graduate Degree,Clerical,F,M,1,0,0,0,65243,good
28807,Maria,L,Cox,946 Hanson Lane,,Corvallis,Oregon,United States,97330,821-555-0165,9/12/1973,Graduate Degree,Skilled Manual,F,M,1,0,0,0,65277,good
19477,Lance,E,Rubio,729 Trembath Court,,London,England,United Kingdom,W1V 5RN,1 (11) 500 555-0125,8/22/1966,Bachelors ,Professional,M,M,1,0,0,0,65282,good
22439,Tracy,,Raji,8037 St. Francis St.,,Runcorn,England,United Kingdom,TY31,1 (11) 500 555-0182,1/2/1969,Bachelors ,Clerical,F,M,1,0,0,0,65300,good
24039,Cassie,,Xu,"524, rue Villedo",,Orly,Val de Marne,France,94310,1 (11) 500 555-0191,4/13/1969,Graduate Degree,Clerical,F,M,0,0,0,0,65384,good
20439,Chloe,M,Rogers,3158 B Avenue I,,Imperial Beach,California,United States,91932,578-555-0118,4/4/1973,Partial College,Skilled Manual,F,M,0,2,0,0,65441,good
24834,Bethany,B,Jai,Postfach 99 01 01,,Duesseldorf,Hessen,Germany,40434,1 (11) 500 555-0172,3/6/1968,Graduate Degree,Clerical,F,M,1,0,0,0,65445,good
27084,Fernando,,Russell,2818 Raymond Dr.,,Westminster,British Columbia,Canada,V3L 1H4,558-555-0131,3/3/1970,Bachelors ,Skilled Manual,M,M,0,0,1,1,65770,bad
15760,Richard,D,James,2732 Frisbie Ct.,,N. Vancouver,British Columbia,Canada,V7L 4J4,625-555-0113,5/4/1974,High School,Professional,M,M,1,2,0,0,65484,good
25600,Derek,,Anand,"1680, boulevard du Montparnasse",,Paris,Seine (Paris),France,75009,1 (11) 500 555-0130,2/22/1969,Bachelors ,Clerical,M,M,1,0,0,0,65564,good
26215,Grant,,Shan,5566 Banyan Circle,,Milton Keynes,England,United Kingdom,MK8 8ZD,1 (11) 500 555-0157,11/2/1974,Bachelors ,Skilled Manual,M,M,0,0,1,1,66462,bad
27565,Kayla,L,Wood,1142 Firestone Dr.,,Downey,California,United States,90241,310-555-0119,6/5/1959,Bachelors ,Professional,F,M,0,0,3,4,80114,bad
28694,Larry,D,Suarez,102 Vista Place,,Milton Keynes,England,United Kingdom,MK8 8DF,1 (11) 500 555-0192,7/17/1970,Bachelors ,Clerical,M,M,1,0,0,0,65586,good
22618,Rosa,,Cai,302 Camelback Ct.,,London,England,United Kingdom,C2H 7AU,1 (11) 500 555-0129,8/1/1969,Graduate Degree,Clerical,F,M,1,0,0,0,65602,good
19778,Isabella,,Jones,623 Chestnut Ave,,National City,California,United States,91950,387-555-0117,8/16/1975,Partial College,Skilled Manual,F,M,1,2,0,0,65633,good
26232,Jay,,Gomez,4070 Orange Street,,Bury,England,United Kingdom,PE17,1 (11) 500 555-0113,1/21/1970,Graduate Degree,Skilled Manual,M,M,1,0,0,0,65689,good
20118,Jacqueline,R,Henderson,1512 Birch Bark Dr,,Spring Valley,California,United States,91977,171-555-0124,8/13/1972,Graduate Degree,Skilled Manual,F,M,1,0,0,0,65706,good
22596,Omar,A,Xu,4789 Estrada,,London,England,United Kingdom,SW19 3RU,1 (11) 500 555-0110,5/12/1959,Bachelors ,Clerical,M,M,1,0,0,0,65804,good
25258,Micheal,,Vazquez,1314 Greenview Court,,Colma,California,United States,94014,251-555-0141,8/13/1980,High School,Skilled Manual,M,M,1,2,0,0,65917,good
25442,Melvin,A,Goel,"92, rue Saint-Lazare",,Les Ulis,Essonne,France,91940,1 (11) 500 555-0179,5/4/1968,Graduate Degree,Clerical,M,M,1,0,0,0,65935,good
14811,Molly,,Sanchez,Erftplatz 444,,Leipzig,Nordrhein-Westfalen,Germany,4139,1 (11) 500 555-0188,8/22/1966,Bachelors ,Professional,F,M,1,0,0,0,65947,good
12620,Maurice,,Lal,"9967, quai de Grenelle",,Villeneuve-d'Ascq,Nord,France,59491,1 (11) 500 555-0152,4/17/1969,Graduate Degree,Clerical,M,M,1,0,0,0,65954,good
16764,Thomas,,Davis,7811 Woodsworth Lane,,Newton,British Columbia,Canada,V2L3W8,321-555-0139,5/23/1973,Graduate Degree,Skilled Manual,M,M,1,0,0,0,65995,good
22621,Xavier,,Davis,Winter der Böck 441,,Werne,Nordrhein-Westfalen,Germany,59368,1 (11) 500 555-0173,12/9/1969,Graduate Degree,Skilled Manual,M,M,1,0,0,0,66042,good
22664,Dawn,A,Yang,"8104bis, boulevard Saint Germain",,Lille,Nord,France,59000,1 (11) 500 555-0181,6/22/1966,Bachelors ,Professional,F,M,0,0,0,0,66168,good
14810,Russell,E,Anand,"951, avenue Reille",,Paris,Seine (Paris),France,75007,1 (11) 500 555-0180,11/26/1966,Bachelors ,Professional,M,M,1,0,0,0,66313,good
19475,Mandy,,Ye,"6, rue de la Cavalerie",,Paris,Seine (Paris),France,75003,1 (11) 500 555-0129,3/3/1966,Bachelors ,Professional,F,M,0,0,0,0,66349,good
29355,Virginia,,Fernandez,Krönerweg 9679,Einkaufsabteilung,Berlin,Nordrhein-Westfalen,Germany,14197,1 (11) 500 555-0116,11/3/1968,Graduate Degree,Clerical,F,M,1,0,0,0,66368,good
17962,Colin,,Zhou,7479 Ellis Street,,London,England,United Kingdom,SW8 4BG,1 (11) 500 555-0199,8/16/1969,Bachelors ,Clerical,M,M,1,0,0,0,66391,good
21412,Jordan,,Alexander,4667 Cook Pk,,Royal Oak,British Columbia,Canada,V8X,170-555-0180,9/26/1974,High School,Professional,M,M,1,2,0,0,66405,good
25479,Bobby,J,Sanchez,"955, rue Basse-du-Rocher",,Saint Ouen,Somme,France,80610,1 (11) 500 555-0157,7/26/1966,Bachelors ,Professional,M,M,0,0,0,0,66425,good
12618,Dawn,,Lal,"10571, rue de Varenne",,Lieusaint,Seine et Marne,France,77127,1 (11) 500 555-0195,6/23/1969,Bachelors ,Clerical,F,M,1,0,0,0,66497,good
12806,Ronnie,L,Zeng,Nonnendamm 123,,München,Hamburg,Germany,80074,1 (11) 500 555-0115,3/18/1968,Graduate Degree,Clerical,M,M,1,0,0,0,66605,good
14812,Hunter,C,Henderson,7710 Medina Drive,,Gateshead,England,United Kingdom,GA10,1 (11) 500 555-0114,5/17/1966,Bachelors ,Professional,M,M,1,0,0,0,66629,good
18918,Jacqueline,,Ross,2927 Woodside Court,,Spokane,Washington,United States,99202,572-555-0180,12/26/1973,Partial College,Skilled Manual,F,M,1,2,0,0,66646,good
15006,Grace,C,Jackson,3780 Angi Lane,,West Covina,California,United States,91791,602-555-0171,11/21/1978,Partial College,Skilled Manual,F,M,1,2,0,0,66739,good
14271,Lucas,,Wright,658 Cardinal Dr,,Spokane,Washington,United States,99202,649-555-0138,3/3/1974,High School,Skilled Manual,M,M,1,2,0,0,66780,good
26241,James,M,Lal,3196 Peachwillow,,Palo Alto,California,United States,94303,793-555-0193,3/19/1974,Graduate Degree,Skilled Manual,M,M,1,0,0,0,66791,good
16393,Xavier,,Edwards,"48, rue Montcalm",,Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0141,7/13/1968,Graduate Degree,Clerical,M,M,1,0,0,0,66814,good
18798,Andrea,K,Allen,1658 Stonyhill Circle,,Glendale,California,United States,91203,306-555-0110,6/13/1978,Partial College,Skilled Manual,F,M,1,2,0,0,66876,good
11581,Cindy,,Jordan,"987, rue de la Centenaire",,Paris,Seine (Paris),France,75003,1 (11) 500 555-0161,9/4/1966,Bachelors ,Professional,F,M,1,0,0,0,66945,good
23819,Vanessa,,Washington,5210 Lillian Dr,,Vancouver,British Columbia,Canada,V7L 4J4,101-555-0122,4/14/1973,Graduate Degree,Skilled Manual,F,M,1,0,0,0,67090,good
27124,Raymond,E,Kovar,"8783, place du Tertre",,Metz,Moselle,France,57000,1 (11) 500 555-0168,4/5/1969,Bachelors ,Clerical,M,M,0,0,0,0,67096,good
13781,Dominique,,Patel,"11, quai de l´ Iton",,Paris,Seine (Paris),France,75005,1 (11) 500 555-0189,3/25/1967,Bachelors ,Clerical,F,M,1,0,0,0,67122,good
15079,Jose,C,Martin,"56, rue des Grands Champs",,Saint-Denis,Seine Saint Denis,France,93400,1 (11) 500 555-0191,6/4/1969,Bachelors ,Clerical,M,M,1,0,0,0,67163,good
16490,Megan,G,Robinson,6003 San Vincente Drive,,San Gabriel,California,United States,91776,506-555-0188,5/17/1980,Partial College,Skilled Manual,F,M,1,2,0,0,67325,good
25446,Kristina,,Garcia,6054 Laguna Circle,,Cheltenham,England,United Kingdom,GL50,1 (11) 500 555-0139,10/10/1968,Graduate Degree,Clerical,F,M,1,0,0,0,67364,good
23353,Sophia,M,Scott,8592 Camelback Ct.,,Tacoma,Washington,United States,98403,239-555-0185,2/6/1974,Partial College,Professional,F,M,1,2,0,0,67378,good
17506,Alexandria,,Simmons,5970 Meadowbrook Court,,Berkeley,California,United States,94704,117-555-0117,4/19/1973,Partial College,Skilled Manual,F,M,1,2,0,0,67609,good
25594,Cindy,T,Malhotra,"2, rue de la Centenaire",,Pantin,Seine Saint Denis,France,93500,1 (11) 500 555-0113,7/3/1970,Bachelors ,Clerical,F,M,1,0,0,0,67657,good
29392,Tamara,B,Andersen,5047 Northwood Dr.,,Milton Keynes,England,United Kingdom,MK8 8ZD,1 (11) 500 555-0133,6/17/1966,Bachelors ,Professional,F,M,1,0,0,0,67724,good
25744,Gabriel,,Griffin,Im Himmelsweg 27,,Neunkirchen,Saarland,Germany,66578,1 (11) 500 555-0177,5/20/1970,Bachelors ,Clerical,M,M,1,0,0,0,67794,good
20911,Katrina,,Raje,"56, route de Marseille",,Paris,Seine (Paris),France,75017,1 (11) 500 555-0175,8/2/1966,Bachelors ,Professional,F,M,0,0,0,0,67800,good
24068,Edwin,R,Yang,Westheimer Straße 2611,,Werne,Nordrhein-Westfalen,Germany,59368,1 (11) 500 555-0119,2/15/1967,Bachelors ,Clerical,M,M,0,0,0,0,67826,good
27063,Taylor,W,Flores,6057 Hill Street,,Bremerton,Washington,United States,98312,412-555-0116,4/20/1973,Graduate Degree,Skilled Manual,F,M,1,0,0,0,67833,good
12463,Todd,,Huang,4369 Carpetta Circle,,Cheltenham,England,United Kingdom,GL50,1 (11) 500 555-0114,11/23/1968,Graduate Degree,Clerical,M,M,1,0,0,0,67903,good
14872,Fernando,C,Clark,4782 Dewing Avenue,,Salem,Oregon,United States,97301,780-555-0133,2/27/1974,Graduate Degree,Skilled Manual,M,M,1,0,0,0,67907,good
28089,Xavier,F,Campbell,9930 Clinton Dr,,Chula Vista,California,United States,91910,391-555-0120,9/13/1979,Partial College,Skilled Manual,M,M,0,1,0,0,68090,good
21056,Walter,,Munoz,3919 Fern Leaf Lane,,Gloucestershire,England,United Kingdom,GL7 1RY,1 (11) 500 555-0114,11/7/1968,Graduate Degree,Clerical,M,M,1,0,0,0,68202,good
14773,Noah,,Ross,"7, route de Marseille",,Villeneuve-d'Ascq,Nord,France,59491,1 (11) 500 555-0136,4/27/1968,Graduate Degree,Clerical,M,M,1,0,0,0,68402,good
12621,Barry,D,Martinez,"295, avenue de la Gare",,Paris,Seine (Paris),France,75009,1 (11) 500 555-0117,12/12/1969,Graduate Degree,Clerical,M,M,1,0,0,0,68511,good
17778,Kari,W,Prasad,"8, rue Lafayette",,Boulogne-Billancourt,Hauts de Seine,France,92100,1 (11) 500 555-0193,9/24/1968,Graduate Degree,Clerical,F,M,1,0,0,0,68542,good
17761,Kristopher,,Sai,Auf den Kuhlen Straße 1964,,Duesseldorf,Hessen,Germany,40434,1 (11) 500 555-0172,8/4/1970,Bachelors ,Clerical,M,M,0,0,0,0,68616,good
22152,Marcus,,King,8564 Hickory Drive,,Long Beach,California,United States,90802,964-555-0119,2/18/1978,Partial College,Skilled Manual,M,M,1,2,0,0,68698,good
11692,Caleb,A,Gonzales,2150 Pershing Dr,,Burbank,California,United States,91502,475-555-0114,6/19/1964,Bachelors ,Professional,M,M,0,1,0,0,68912,good
27798,Brandon,,Bryant,Essener Straße 126,,Neunkirchen,Saarland,Germany,66578,1 (11) 500 555-0193,5/11/1966,Bachelors ,Professional,M,M,1,0,0,0,68975,good
29359,Harold,C,Fernandez,1105 N. 48th St,,London,England,United Kingdom,E17 6JF,1 (11) 500 555-0125,11/20/1968,Graduate Degree,Clerical,M,M,0,0,0,0,69080,good
14790,Terry,H,Tang,"25bis, boulevard Saint Germain",,Les Ulis,Essonne,France,91940,1 (11) 500 555-0190,2/9/1967,Bachelors ,Clerical,M,M,1,0,0,0,69211,good
26363,Larry,M,Jimenez,Hansaallee 598,,Eilenburg,Brandenburg,Germany,4838,1 (11) 500 555-0143,6/2/1967,Bachelors ,Clerical,M,M,1,0,0,0,69250,good
25090,Ivan,L,Sara,1218 Woodside Court,,Cliffside,British Columbia,Canada,V8Y 1L1,475-555-0126,7/2/1960,Bachelors ,Professional,M,M,0,1,0,0,69342,good
13986,Chloe,R,Anderson,3118 Creekside Drive,,Spring Valley,California,United States,91977,913-555-0176,10/25/1979,Partial College,Skilled Manual,F,M,1,2,0,0,69454,good
16652,Nicole,R,Richardson,2687 Gilberto,,La Jolla,California,United States,92806,302-555-0112,8/6/1973,Partial College,Skilled Manual,F,M,1,2,0,0,69500,good
25916,Naomi,,Serrano,8018 Pinnacle Drive,,Burbank,California,United States,91502,871-555-0191,7/13/1978,Partial College,Skilled Manual,F,M,1,2,0,0,69589,good
28632,Kathryn,,Nath,5178 Elm Road,,Beaverton,Oregon,United States,97005,349-555-0185,9/11/1973,Graduate Degree,Skilled Manual,F,M,1,0,0,0,69605,good
11950,Jordan,,Carter,1127 Oak Street,,Coronado,California,United States,92118,609-555-0117,9/10/1979,Partial College,Skilled Manual,F,M,1,2,0,0,69612,good
13985,Alexis,A,Wood,8248 N. Ranchford Court,,Spring Valley,California,United States,91977,889-555-0140,4/24/1979,Partial College,Skilled Manual,F,M,0,1,0,0,69655,good
14163,Ebony,S,Garcia,Rehstr 7346,,Berlin,Nordrhein-Westfalen,Germany,14197,1 (11) 500 555-0165,10/23/1969,Graduate Degree,Clerical,F,M,1,0,0,0,69656,good
17521,Destiny,G,Jenkins,8246 Via Del Sol,,Chula Vista,California,United States,91910,931-555-0157,6/24/1974,High School,Professional,F,M,0,2,0,0,69828,good
19299,Carrie,G,Browning,9010 Longview Road,,Berkshire,England,United Kingdom,RG11 5TP,1 (11) 500 555-0141,10/12/1969,Graduate Degree,Skilled Manual,F,M,1,0,0,0,69890,good
19341,Clarence,C,Huang,7113 Ranch Valley Ct,,Oxford,England,United Kingdom,OX14 4SE,1 (11) 500 555-0196,8/24/1966,Bachelors ,Professional,M,M,1,0,0,0,69954,good
26373,Mariah,,Reed,1476 Chestnut Ave.,,Oak Bay,British Columbia,Canada,V8P,371-555-0112,6/12/1972,Partial College,Skilled Manual,F,M,1,2,0,0,69961,good
27284,Danielle,Y,Bailey,9372 Colfax Street,#303,Seattle,Washington,United States,98104,927-555-0190,3/4/1967,Bachelors ,Professional,F,M,0,1,0,0,70018,good
25478,Jennifer,D,Butler,"4, rue de Courtaboeuf",,Saint Germain en Laye,Yveline,France,78100,1 (11) 500 555-0185,2/15/1966,Bachelors ,Professional,F,M,0,0,0,0,70026,good
22035,Ryan,C,Wilson,8706 Royal Arch Court,,Redwood City,California,United States,94063,716-555-0163,11/9/1976,Partial College,Skilled Manual,M,M,1,1,0,0,70104,good
12805,Marvin,M,Moreno,"1216, place de la Concorde",,Colombes,Hauts de Seine,France,92700,1 (11) 500 555-0110,6/13/1968,Graduate Degree,Clerical,M,M,1,0,0,0,70183,good
12619,Priscilla,C,Rai,7112 Thistle Court,,Oxford,England,United Kingdom,OX1,1 (11) 500 555-0132,8/7/1969,Graduate Degree,Clerical,F,M,1,0,0,0,70192,good
18448,Jennifer,S,Bailey,893 Thornwood Drive,,Long Beach,California,United States,90802,508-555-0164,1/2/1978,Partial College,Skilled Manual,F,M,1,2,0,0,70339,good
23126,Carolyn,,Van,5012 Bayshore Rd.,,Beverly Hills,California,United States,90210,357-555-0191,6/7/1974,Partial College,Professional,F,M,0,2,0,0,70354,good
26542,Jamie,,Torres,1248 Tanager Cir,,Ballard,Washington,United States,98107,285-555-0189,3/25/1978,Bachelors ,Professional,M,M,0,2,0,0,70551,good
29056,Angelica,,Griffin,121 Keith Court,,West Covina,California,United States,91791,807-555-0129,3/5/1979,Partial College,Skilled Manual,F,M,1,2,0,0,70552,good
11042,Megan,J,Sanchez,1397 Paraiso Ct.,,Los Angeles,California,United States,90012,404-555-0199,6/13/1977,Partial College,Skilled Manual,F,M,1,2,0,0,70623,good
25917,Kyle,,Long,1248 Tanager Cir,,El Cajon,California,United States,92020,580-555-0126,3/25/1978,Partial College,Skilled Manual,M,M,0,2,0,0,70654,good
14931,Andres,S,Pal,"363, rue Jean Mermoz",,Paris,Seine (Paris),France,75019,1 (11) 500 555-0138,11/2/1968,Graduate Degree,Clerical,M,M,1,0,0,0,70703,good
14029,Christina,,Morris,6680 Brookdale Dr.,,Lake Oswego,Oregon,United States,97034,193-555-0194,8/22/1976,Partial College,Professional,F,M,1,2,0,0,70860,good
28125,Dalton,,Jackson,6598 Hargate Court,,Fremont,California,United States,94536,598-555-0113,9/22/1975,Partial College,Skilled Manual,M,M,1,2,0,0,70872,good
25986,Isabel,L,Bryant,1567 Midway Ct,,Sedro Woolley,Washington,United States,98284,321-555-0166,1/24/1963,Graduate Degree,Professional,F,M,0,0,2,3,81140,bad
13073,Sydney,,Lopez,3782 Fox Way,,Santa Cruz,California,United States,95062,920-555-0185,1/12/1976,Partial College,Professional,F,M,1,2,0,0,70930,good
27125,Albert,,Dominguez,7344 Raymond Dr,,Bracknell,England,United Kingdom,RG12 8TB,1 (11) 500 555-0155,5/21/1969,Bachelors ,Clerical,M,M,1,0,0,0,71064,good
28695,Mario,,Raji,4231 Spar Court,,Reading,England,United Kingdom,RG7 5H7,1 (11) 500 555-0178,8/25/1970,Graduate Degree,Clerical,M,M,1,0,0,0,71279,good
12879,Elijah,,Nelson,5841 Longview Rd.,,Los Angeles,California,United States,90012,185-555-0178,7/16/1972,Graduate Degree,Skilled Manual,M,M,1,0,0,0,71292,good
14004,Caitlin,,Kelly,5936 Second Ave,,Daly City,California,United States,94015,904-555-0116,4/13/1977,Partial College,Skilled Manual,F,M,1,2,0,0,71307,good
24091,Dwayne,F,Munoz,Klara Straße 2465,,Münster,Saarland,Germany,48001,1 (11) 500 555-0177,7/3/1966,Bachelors ,Professional,M,M,1,0,0,0,71353,good
18096,Ariana,R,Kelly,6404 West Slough Rd,,Beverly Hills,California,United States,90210,366-555-0128,3/2/1949,Bachelors ,Management,F,M,0,0,1,2,86484,bad
12096,Caitlin,,Brooks,458 Las Ramblas,,San Carlos,California,United States,94070,425-555-0131,2/27/1948,Bachelors ,Management,F,M,0,0,1,2,86816,bad
27120,Clarence,,Kumar,Hunzinger Allee 675,,München,Hamburg,Germany,80074,1 (11) 500 555-0187,2/27/1970,Bachelors ,Clerical,M,M,1,0,0,0,71543,good
15750,Kaitlin,,Martinez,3302 Trujillo,# 112,Bellflower,California,United States,90706,591-555-0116,10/20/1973,Partial College,Professional,F,M,0,2,0,0,71695,good
29347,Jonathan,,Edwards,7932 Hope Drive,,San Gabriel,California,United States,91776,703-555-0127,8/15/1965,Bachelors ,Professional,M,M,0,1,0,0,71835,good
12461,Ruth,A,Suri,Westheimer Straße 9292,,Hamburg,Hamburg,Germany,20354,1 (11) 500 555-0114,2/28/1968,Graduate Degree,Clerical,F,M,1,0,0,0,71934,good
16286,Billy,F,Torres,"343, avenue de la Gare",,Paris,Seine (Paris),France,75006,1 (11) 500 555-0176,11/24/1966,Bachelors ,Professional,M,M,1,0,0,0,72017,good
14958,Clayton,E,Liang,7899 E St.,,Lancaster,England,United Kingdom,LA1 1LN,1 (11) 500 555-0131,10/6/1966,Bachelors ,Professional,M,M,1,0,0,0,72135,good
17358,Sydney,,Bell,6742 Clover Road,,West Covina,California,United States,91791,180-555-0186,2/26/1976,Partial College,Skilled Manual,F,M,1,1,0,0,72293,good
19428,Eric,B,Turner,Waldstr 191,,Darmstadt,Hessen,Germany,64283,1 (11) 500 555-0115,4/27/1970,Bachelors ,Clerical,M,M,1,0,0,0,72300,good
21368,Mason,B,Collins,8903 Suzanne Dr.,,Daly City,California,United States,94015,882-555-0117,9/26/1977,Partial College,Skilled Manual,M,M,1,2,0,0,72420,good
29078,Victoria,,Sanders,1267 Scenic Drive,,Santa Monica,California,United States,90401,985-555-0114,9/27/1977,Partial College,Skilled Manual,F,M,1,2,0,0,72479,good
12026,Lucas,,Flores,9431 Firestone,,West Covina,California,United States,91791,468-555-0132,7/17/1978,High School,Skilled Manual,M,M,0,2,0,0,72622,good
18473,Nathaniel,J,Rogers,2075 Alvina Dr.,,La Jolla,California,United States,92806,678-555-0114,5/27/1975,Partial College,Skilled Manual,M,M,1,2,0,0,72640,good
